time,open,high,low,close,volume
2019-07-01 05:00:00,1.13614,1.13654,1.13593,1.13654,70.0
2019-07-01 05:15:00,1.13654,1.13654,1.13621,1.13638,34.0
2019-07-01 05:30:00,1.13634,1.13683,1.13628,1.13682,67.0
2019-07-01 05:45:00,1.13685,1.13692,1.13663,1.13663,29.0
2019-07-01 06:00:00,1.13666,1.13674,1.1363,1.13637,126.0
2019-07-01 06:15:00,1.13639,1.1367,1.13637,1.13668,57.0
2019-07-01 06:30:00,1.13666,1.1367,1.13648,1.13654,124.0
2019-07-01 06:45:00,1.13652,1.13686,1.13647,1.13686,84.0
2019-07-01 07:00:00,1.13688,1.13711,1.13674,1.1368,178.0
2019-07-01 07:15:00,1.13678,1.13679,1.1367,1.1367,39.0
2019-07-01 07:30:00,1.13673,1.137,1.13665,1.13667,70.0
2019-07-01 07:45:00,1.13664,1.13664,1.13601,1.13601,103.0
2019-07-01 08:00:00,1.13599,1.1362,1.1357,1.1362,152.0
2019-07-01 08:15:00,1.13618,1.13638,1.13606,1.1362,132.0
2019-07-01 08:30:00,1.13617,1.13624,1.13564,1.13568,107.0
2019-07-01 08:45:00,1.1357,1.13577,1.1354,1.1354,95.0
2019-07-01 09:00:00,1.13542,1.1355,1.13532,1.13545,115.0
2019-07-01 09:15:00,1.13542,1.13554,1.13526,1.13534,77.0
2019-07-01 09:30:00,1.13532,1.13534,1.13498,1.13506,108.0
2019-07-01 09:45:00,1.13504,1.13516,1.13482,1.13516,94.0
2019-07-01 10:00:00,1.13514,1.13536,1.13512,1.13534,48.0
2019-07-01 10:15:00,1.13531,1.13566,1.13526,1.1353,60.0
2019-07-01 10:30:00,1.13527,1.13534,1.13522,1.13528,43.0
2019-07-01 10:45:00,1.13531,1.13542,1.13519,1.13523,46.0
2019-07-01 11:00:00,1.13526,1.13534,1.13505,1.13508,38.0
2019-07-01 11:15:00,1.13506,1.13514,1.135,1.13512,29.0
2019-07-01 11:30:00,1.13509,1.13518,1.13497,1.13518,33.0
2019-07-01 11:45:00,1.13521,1.13532,1.13521,1.13526,21.0
2019-07-01 12:00:00,1.13524,1.13528,1.13506,1.13514,50.0
2019-07-01 12:15:00,1.13517,1.13532,1.13496,1.13496,56.0
2019-07-01 12:30:00,1.13498,1.13516,1.13496,1.13516,22.0
2019-07-01 12:45:00,1.13514,1.13516,1.13484,1.13486,37.0
2019-07-01 13:00:00,1.13488,1.1349,1.13248,1.13263,530.0
2019-07-01 13:15:00,1.1326,1.1328,1.13217,1.13238,321.0
2019-07-01 13:30:00,1.13234,1.13285,1.13222,1.13264,160.0
2019-07-01 13:45:00,1.13261,1.13284,1.13258,1.13284,126.0
2019-07-01 14:00:00,1.13284,1.13302,1.13268,1.1329,192.0
2019-07-01 14:15:00,1.13288,1.13322,1.13253,1.13309,214.0
2019-07-01 14:30:00,1.13312,1.1332,1.13274,1.13311,213.0
2019-07-01 14:45:00,1.13308,1.13332,1.13242,1.13269,319.0
2019-07-01 15:00:00,1.13272,1.13295,1.13167,1.132,608.0
2019-07-01 15:15:00,1.13202,1.13246,1.13168,1.13229,425.0
2019-07-01 15:30:00,1.13226,1.13277,1.13212,1.13246,414.0
2019-07-01 15:45:00,1.13244,1.13268,1.13177,1.13215,444.0
2019-07-01 16:00:00,1.13218,1.13278,1.13203,1.1324,435.0
2019-07-01 16:15:00,1.13238,1.1332,1.13231,1.133,266.0
2019-07-01 16:30:00,1.13296,1.13332,1.13281,1.13329,320.0
2019-07-01 16:45:00,1.13327,1.13329,1.13284,1.13308,270.0
2019-07-01 17:00:00,1.13306,1.1334,1.13266,1.13271,281.0
2019-07-01 17:15:00,1.13273,1.13278,1.13237,1.13258,230.0
2019-07-01 17:30:00,1.13261,1.13274,1.13225,1.13232,197.0
2019-07-01 17:45:00,1.1323,1.13244,1.13208,1.13236,176.0
2019-07-01 18:00:00,1.13239,1.13299,1.13239,1.13294,136.0
2019-07-01 18:15:00,1.13291,1.13291,1.13242,1.13274,162.0
2019-07-01 18:30:00,1.13276,1.13334,1.13271,1.13315,212.0
2019-07-01 18:45:00,1.13318,1.13375,1.13296,1.13372,275.0
2019-07-01 19:00:00,1.1337,1.13546,1.13354,1.13522,521.0
2019-07-01 19:15:00,1.13525,1.13602,1.13503,1.13506,537.0
2019-07-01 19:30:00,1.13508,1.13524,1.13488,1.13488,180.0
2019-07-01 19:45:00,1.13492,1.135,1.13459,1.13478,257.0
2019-07-01 20:00:00,1.1348,1.135,1.13462,1.13486,203.0
2019-07-01 20:15:00,1.13484,1.13556,1.13467,1.13548,327.0
2019-07-01 20:30:00,1.1355,1.13562,1.13493,1.13501,263.0
2019-07-01 20:45:00,1.13498,1.13498,1.13429,1.1346,191.0
2019-07-01 21:00:00,1.13458,1.13491,1.13441,1.1345,194.0
2019-07-01 21:15:00,1.13452,1.13464,1.134,1.13422,213.0
2019-07-01 21:30:00,1.13424,1.13464,1.13398,1.13454,238.0
2019-07-01 21:45:00,1.13456,1.13456,1.13339,1.13362,423.0
2019-07-01 22:00:00,1.1336,1.1336,1.13212,1.13304,1008.0
2019-07-01 22:15:00,1.13301,1.13364,1.13298,1.13347,367.0
2019-07-01 22:30:00,1.13349,1.13372,1.13291,1.13319,261.0
2019-07-01 22:45:00,1.13321,1.13326,1.13232,1.13244,445.0
2019-07-01 23:00:00,1.13246,1.13252,1.13115,1.13184,622.0
2019-07-01 23:15:00,1.13182,1.13182,1.13123,1.13151,401.0
2019-07-01 23:30:00,1.13149,1.13163,1.13046,1.13058,254.0
2019-07-01 23:45:00,1.13056,1.13092,1.1304,1.13069,207.0
2019-07-02 00:00:00,1.13067,1.13076,1.1302,1.13028,174.0
2019-07-02 00:15:00,1.1303,1.13051,1.12984,1.12998,166.0
2019-07-02 00:30:00,1.13001,1.13013,1.12934,1.12984,220.0
2019-07-02 00:45:00,1.1298,1.12988,1.12924,1.12942,215.0
2019-07-02 01:00:00,1.1294,1.12954,1.12898,1.12913,241.0
2019-07-02 01:15:00,1.12916,1.12923,1.12896,1.1291,114.0
2019-07-02 01:30:00,1.12912,1.12914,1.12827,1.1285,167.0
2019-07-02 01:45:00,1.12847,1.12848,1.12812,1.12834,199.0
2019-07-02 02:00:00,1.12836,1.12876,1.12822,1.1285,149.0
2019-07-02 02:15:00,1.12848,1.12869,1.1284,1.12866,142.0
2019-07-02 02:30:00,1.1287,1.12875,1.12838,1.12838,91.0
2019-07-02 02:45:00,1.12836,1.12858,1.12822,1.12853,89.0
2019-07-02 03:00:00,1.12851,1.12882,1.12851,1.1287,77.0
2019-07-02 03:15:00,1.12873,1.12888,1.12867,1.12885,60.0
