time,open,high,low,close,volume
2022/06/27-10:30,4438.37,4452.17,4436.0,4451.06,2429926
2022/06/27-10:45,4451.23,4467.97,4451.23,4463.2,2717644
2022/06/27-11:00,4463.0,4471.43,4458.9,4464.59,2210179
2022/06/27-11:15,4464.34,4470.2,4459.92,4467.69,1942868
2022/06/27-11:30,4467.88,4472.69,4448.98,4449.7,1782610
2022/06/27-13:15,4449.69,4460.55,4449.15,4450.48,1762128
2022/06/27-13:30,4450.23,4450.23,4429.75,4429.75,1944504
2022/06/27-13:45,4429.73,4443.31,4423.87,4442.58,1650910
2022/06/27-14:00,4442.51,4448.64,4442.51,4445.87,1220363
2022/06/27-14:15,4445.93,4453.15,4440.32,4444.99,1264521
2022/06/27-14:30,4445.64,4450.02,4445.2,4446.8,1272795
2022/06/27-14:45,4446.61,4455.76,4446.49,4448.83,1625061
2022/06/27-15:00,4448.91,4450.17,4441.85,4444.26,2176634
2022/06/28-09:45,4442.58,4442.58,4416.97,4423.13,5009844
2022/06/28-10:00,4423.18,4423.18,4410.75,4421.19,3177677
2022/06/28-10:15,4421.47,4426.01,4415.2,4418.93,2476749
2022/06/28-10:30,4419.06,4419.53,4407.35,4409.94,2112995
2022/06/28-10:45,4409.95,4428.97,4409.61,4426.21,1718698
2022/06/28-11:00,4425.83,4444.49,4425.7,4439.38,1887111
2022/06/28-11:15,4439.36,4452.14,4437.23,4446.98,1563264
2022/06/28-11:30,4446.86,4447.2,4434.6,4440.33,1336577
2022/06/28-13:15,4440.91,4450.4,4439.28,4450.28,2013587
2022/06/28-13:30,4450.46,4452.17,4446.81,4448.81,1712355
2022/06/28-13:45,4448.8,4462.57,4448.25,4453.34,1832882
2022/06/28-14:00,4453.05,4460.35,4451.77,4459.95,1671448
2022/06/28-14:15,4459.69,4478.63,4457.12,4474.59,2208784
2022/06/28-14:30,4474.1,4489.75,4470.84,4489.75,2162330
2022/06/28-14:45,4489.61,4497.9,4481.47,4494.04,2651116
2022/06/28-15:00,4494.37,4494.46,4486.06,4490.52,2633172
2022/06/29-09:45,4472.73,4502.4,4469.64,4482.77,7097747
2022/06/29-10:00,4482.93,4503.13,4481.82,4482.9,4497350
2022/06/29-10:15,4482.91,4491.42,4478.69,4478.69,3172020
2022/06/29-10:30,4478.76,4478.76,4458.64,4465.0,2796521
2022/06/29-10:45,4464.92,4494.48,4464.57,4494.46,2094563
2022/06/29-11:00,4494.19,4496.82,4471.27,4473.19,1754883
2022/06/29-11:15,4472.82,4474.24,4465.53,4471.3,1535740
2022/06/29-11:30,4471.25,4476.09,4454.03,4454.25,1595441
2022/06/29-13:15,4453.93,4456.19,4436.98,4439.77,2151213
2022/06/29-13:30,4439.71,4455.86,4437.34,4447.43,1458635
2022/06/29-13:45,4447.71,4447.71,4434.09,4443.63,1574153
2022/06/29-14:00,4444.01,4457.89,4442.91,4451.27,1307791
2022/06/29-14:15,4451.34,4451.74,4438.18,4447.73,1501713
2022/06/29-14:30,4448.14,4457.5,4444.06,4445.01,1441966
2022/06/29-14:45,4445.03,4445.03,4421.77,4422.67,2467778
2022/06/29-15:00,4422.59,4423.6,4414.0,4421.36,3145088
2022/06/30-09:45,4418.07,4452.9,4418.07,4452.03,5079386
2022/06/30-10:00,4452.05,4462.13,4444.34,4444.38,3175355
2022/06/30-10:15,4444.78,4456.22,4438.03,4441.6,2595907
2022/06/30-10:30,4441.44,4460.64,4432.09,4460.64,2359332
2022/06/30-10:45,4461.67,4464.14,4457.68,4458.11,1939922
2022/06/30-11:00,4458.6,4477.94,4458.6,4476.44,1781048
2022/06/30-11:15,4476.84,4483.36,4472.8,4480.89,1513150
2022/06/30-11:30,4481.24,4493.2,4479.98,4493.2,1561125
2022/06/30-13:15,4493.55,4503.37,4493.55,4503.11,2405304
2022/06/30-13:30,4503.65,4505.54,4491.58,4497.47,1856661
2022/06/30-13:45,4497.34,4505.05,4491.0,4505.05,1842422
2022/06/30-14:00,4504.73,4508.39,4493.9,4496.61,1583279
2022/06/30-14:15,4496.35,4513.29,4496.25,4512.82,1670935
2022/06/30-14:30,4512.86,4515.0,4490.26,4490.81,1945990
2022/06/30-14:45,4490.15,4490.15,4476.19,4482.46,2037105
2022/06/30-15:00,4482.49,4486.2,4480.45,4485.01,2087461
2022/07/01-09:45,4489.52,4500.99,4471.51,4473.81,5690325
2022/07/01-10:00,4473.41,4480.83,4457.09,4460.34,3538146
2022/07/01-10:15,4460.65,4481.0,4453.1,4480.22,2439900
2022/07/01-10:30,4480.09,4482.3,4468.59,4475.75,1914445
2022/07/01-10:45,4475.7,4491.79,4475.16,4486.53,1739575
2022/07/01-11:00,4486.13,4488.93,4470.04,4472.58,1567451
2022/07/01-11:15,4472.37,4485.17,4472.37,4484.39,1589473
2022/07/01-11:30,4484.3,4487.7,4469.87,4470.64,1529546
2022/07/01-13:15,4470.77,4470.77,4459.85,4465.97,1516030
2022/07/01-13:30,4465.86,4465.86,4450.13,4456.38,1645109
2022/07/01-13:45,4456.97,4466.5,4456.43,4459.05,1247501
2022/07/01-14:00,4459.14,4464.68,4449.29,4457.79,1451866
2022/07/01-14:15,4457.97,4466.63,4457.96,4466.63,1208421
2022/07/01-14:30,4466.29,4466.85,4460.95,4463.29,1183342
2022/07/01-14:45,4463.49,4463.56,4452.02,4460.32,1766707
2022/07/01-15:00,4460.84,4467.5,4460.25,4466.72,1821369
2022/07/04-09:45,4447.22,4460.62,4427.82,4455.78,6934559
2022/07/04-10:00,4456.44,4469.26,4447.28,4469.18,3699089
2022/07/04-10:15,4469.63,4484.26,4466.23,4478.94,2785956
2022/07/04-10:30,4478.88,4480.92,4461.1,4461.1,2034007
2022/07/04-10:45,4461.29,4467.5,4457.31,4457.31,2011868
2022/07/04-11:00,4457.21,4461.21,4451.13,4459.65,1647884
2022/07/04-11:15,4459.86,4472.33,4459.86,4469.51,1490142
2022/07/04-11:30,4469.97,4477.36,4467.8,4477.11,1438938
2022/07/04-13:15,4477.5,4483.54,4476.19,4483.54,1790969
2022/07/04-13:30,4483.37,4488.63,4472.63,4486.98,1717386
2022/07/04-13:45,4486.83,4491.34,4486.4,4489.55,1524432
2022/07/04-14:00,4489.42,4492.26,4476.79,4476.79,1626634
2022/07/04-14:15,4476.6,4489.14,4476.6,4487.59,1408992
2022/07/04-14:30,4487.79,4487.79,4480.05,4481.86,1563846
2022/07/04-14:45,4482.19,4491.79,4481.86,4491.79,1757833
2022/07/04-15:00,4491.75,4496.03,4491.5,4496.03,2264311
2022/07/05-09:45,4505.46,4530.32,4498.4,4498.4,6332564
2022/07/05-10:00,4498.48,4505.04,4490.32,4497.52,3494021
2022/07/05-10:15,4496.17,4500.89,4487.17,4497.49,2711764
2022/07/05-10:30,4497.33,4505.15,4495.09,4495.32,2221678
2022/07/05-10:45,4495.38,4495.38,4472.36,4479.15,1995039
2022/07/05-11:00,4479.13,4479.57,4461.76,4461.76,1692701
2022/07/05-11:15,4461.52,4465.44,4440.83,4447.26,2094953
2022/07/05-11:30,4447.48,4476.5,4441.39,4476.22,1690516
2022/07/05-13:15,4477.46,4483.5,4474.41,4474.91,2017355
2022/07/05-13:30,4475.04,4479.12,4460.52,4464.17,1593466
2022/07/05-13:45,4464.34,4466.46,4453.58,4454.73,1694727
2022/07/05-14:00,4454.88,4460.57,4441.01,4441.51,1755204
2022/07/05-14:15,4441.67,4467.84,4439.45,4464.95,1504591
2022/07/05-14:30,4465.14,4467.5,4452.95,4465.03,1375833
2022/07/05-14:45,4465.02,4478.01,4465.02,4477.98,1731646
2022/07/05-15:00,4478.26,4489.54,4478.26,4489.54,2283118
2022/07/06-09:45,4475.48,4484.36,4457.35,4464.27,5845429
2022/07/06-10:00,4464.09,4480.74,4463.01,4474.85,3606725
2022/07/06-10:15,4473.91,4481.53,4462.85,4463.39,2909452
2022/07/06-10:30,4463.53,4468.0,4444.97,4447.17,2451971
2022/07/06-10:45,4447.57,4461.94,4447.57,4450.46,1849737
2022/07/06-11:00,4450.45,4456.03,4434.22,4438.35,1779990
2022/07/06-11:15,4438.48,4447.28,4431.9,4437.72,1454604
2022/07/06-11:30,4437.81,4443.49,4428.87,4432.91,1103093
2022/07/06-13:15,4432.81,4438.16,4418.73,4434.87,1740799
2022/07/06-13:30,4434.76,4437.26,4425.07,4425.17,1218236
2022/07/06-13:45,4425.03,4431.91,4418.46,4431.88,1299884
2022/07/06-14:00,4431.68,4432.7,4408.76,4410.03,1566808
2022/07/06-14:15,4409.73,4414.18,4401.03,4401.03,1704617
2022/07/06-14:30,4401.11,4407.23,4393.42,4403.69,2097254
2022/07/06-14:45,4404.81,4422.52,4400.2,4422.52,1773234
2022/07/06-15:00,4423.25,4425.43,4420.25,4423.97,2065428
2022/07/07-09:45,4425.28,4429.24,4406.32,4408.47,5283987
2022/07/07-10:00,4408.61,4409.22,4391.19,4409.22,3262216
2022/07/07-10:15,4409.62,4432.28,4409.62,4429.7,2741880
2022/07/07-10:30,4429.88,4440.47,4427.12,4432.36,2245420
2022/07/07-10:45,4432.15,4443.54,4427.38,4439.25,1805566
2022/07/07-11:00,4439.34,4446.72,4438.44,4440.39,1657619
2022/07/07-11:15,4440.85,4440.85,4430.5,4437.44,1357257
2022/07/07-11:30,4437.35,4454.83,4437.03,4451.24,1380902
2022/07/07-13:15,4451.7,4457.34,4448.75,4452.69,1677388
2022/07/07-13:30,4452.76,4454.57,4445.37,4446.52,1428442
2022/07/07-13:45,4446.78,4453.61,4437.09,4437.33,1677631
2022/07/07-14:00,4437.35,4448.75,4437.35,4444.47,1519530
2022/07/07-14:15,4444.56,4447.3,4435.83,4436.71,1501541
2022/07/07-14:30,4436.98,4443.33,4431.1,4443.27,1517596
2022/07/07-14:45,4443.48,4449.05,4443.47,4447.75,1621395
2022/07/07-15:00,4447.81,4449.02,4443.47,4443.47,2134935
2022/07/08-09:45,4468.06,4479.49,4458.88,4460.78,6031611
2022/07/08-10:00,4459.94,4460.8,4446.4,4447.37,3254157
2022/07/08-10:15,4447.16,4454.26,4433.98,4448.09,2581632
2022/07/08-10:30,4448.34,4468.98,4446.7,4468.98,2014632
2022/07/08-10:45,4469.23,4475.77,4451.42,4452.11,2007547
2022/07/08-11:00,4452.62,4455.76,4444.97,4447.8,1336001
2022/07/08-11:15,4447.37,4454.87,4444.43,4454.6,1208952
2022/07/08-11:30,4454.72,4459.53,4451.7,4452.95,978619
2022/07/08-13:15,4453.71,4459.12,4447.23,4447.23,1315355
2022/07/08-13:30,4447.22,4450.3,4435.02,4437.14,1299152
2022/07/08-13:45,4437.44,4442.56,4426.89,4427.36,1366664
2022/07/08-14:00,4427.42,4437.78,4427.25,4430.4,1137627
2022/07/08-14:15,4430.33,4444.11,4430.33,4436.23,1088028
2022/07/08-14:30,4436.29,4441.94,4432.81,4432.81,1073948
2022/07/08-14:45,4433.13,4433.57,4427.17,4431.74,1435793
2022/07/08-15:00,4431.67,4432.14,4426.89,4428.78,2273383
2022/07/11-09:45,4406.15,4406.15,4372.13,4380.41,5560053
2022/07/11-10:00,4380.6,4381.91,4358.02,4359.4,3805648
2022/07/11-10:15,4359.45,4365.75,4346.14,4365.75,2785252
2022/07/11-10:30,4366.48,4369.67,4357.42,4361.25,1907680
2022/07/11-10:45,4361.13,4362.59,4350.85,4352.7,1640764
2022/07/11-11:00,4352.38,4353.55,4338.24,4339.52,1641766
2022/07/11-11:15,4339.04,4347.88,4336.05,4338.9,1314203
2022/07/11-11:30,4339.22,4344.26,4334.16,4344.26,1079808
2022/07/11-13:15,4344.66,4352.71,4333.99,4342.57,1321650
2022/07/11-13:30,4342.33,4343.29,4331.66,4333.75,1139676
2022/07/11-13:45,4333.46,4345.55,4330.58,4345.55,1120659
2022/07/11-14:00,4345.52,4348.18,4334.91,4335.2,942244
2022/07/11-14:15,4335.45,4343.53,4335.22,4338.34,1007643
2022/07/11-14:30,4338.41,4347.03,4332.86,4347.03,1150977
2022/07/11-14:45,4347.25,4364.56,4347.25,4357.2,1723880
2022/07/11-15:00,4357.23,4358.35,4354.62,4354.62,1777610
2022/07/12-09:45,4352.65,4370.34,4352.65,4355.78,4647868
2022/07/12-10:00,4355.81,4355.81,4338.31,4347.41,2988702
2022/07/12-10:15,4347.52,4368.83,4347.35,4351.75,2452186
2022/07/12-10:30,4351.71,4352.59,4340.04,4346.1,1861187
2022/07/12-10:45,4345.9,4347.18,4331.4,4331.58,1552081
2022/07/12-11:00,4331.79,4334.51,4324.35,4330.15,1460649
2022/07/12-11:15,4330.47,4330.47,4316.52,4317.33,1512715
2022/07/12-11:30,4317.03,4317.03,4299.59,4299.83,1636260
2022/07/12-13:15,4299.46,4324.1,4296.62,4317.65,1744011
2022/07/12-13:30,4317.85,4338.57,4311.89,4332.65,1585701
2022/07/12-13:45,4332.6,4335.72,4325.46,4326.87,1109471
2022/07/12-14:00,4326.66,4327.15,4319.15,4319.19,1016881
2022/07/12-14:15,4319.17,4320.43,4311.76,4312.43,1047275
2022/07/12-14:30,4312.86,4327.45,4312.59,4323.87,1129611
2022/07/12-14:45,4324.02,4324.02,4309.97,4316.44,1446333
2022/07/12-15:00,4316.44,4316.66,4312.03,4313.62,1916291
2022/07/13-09:45,4313.36,4320.92,4302.53,4305.7,4173657
2022/07/13-10:00,4305.63,4312.84,4297.1,4302.39,2369324
2022/07/13-10:15,4302.57,4303.47,4288.87,4290.24,2226853
2022/07/13-10:30,4290.13,4295.83,4284.94,4295.79,1820089
2022/07/13-10:45,4296.32,4321.26,4296.32,4316.77,2122567
2022/07/13-11:00,4316.77,4327.67,4314.03,4327.59,1528080
2022/07/13-11:15,4327.55,4332.09,4320.76,4329.33,1380540
2022/07/13-11:30,4329.37,4334.27,4328.8,4331.08,1192038
2022/07/13-13:15,4331.39,4341.47,4325.94,4328.73,1854376
2022/07/13-13:30,4328.94,4331.68,4323.94,4326.72,1241699
2022/07/13-13:45,4326.56,4326.95,4320.24,4326.35,1402348
2022/07/13-14:00,4326.3,4332.83,4326.09,4327.69,1499453
2022/07/13-14:15,4327.58,4327.63,4310.94,4311.71,1408636
2022/07/13-14:30,4311.68,4315.93,4308.48,4314.7,1265767
2022/07/13-14:45,4314.86,4318.59,4307.54,4318.59,1366435
2022/07/13-15:00,4318.81,4323.61,4318.81,4321.46,1755683
2022/07/14-09:45,4308.82,4308.82,4292.76,4297.24,5201718
2022/07/14-10:00,4297.01,4319.88,4293.95,4316.41,3286828
2022/07/14-10:15,4316.28,4324.69,4313.48,4319.56,2205446
2022/07/14-10:30,4319.94,4326.78,4314.06,4323.76,2061077
2022/07/14-10:45,4323.65,4332.73,4316.25,4329.82,1641088
2022/07/14-11:00,4330.07,4331.83,4319.72,4331.1,1364598
2022/07/14-11:15,4331.35,4342.53,4331.35,4342.06,1496124
2022/07/14-11:30,4342.09,4344.12,4334.23,4342.82,1168447
2022/07/14-13:15,4343.7,4352.1,4342.38,4344.66,1722078
2022/07/14-13:30,4344.02,4347.31,4334.33,4336.78,1446788
2022/07/14-13:45,4336.67,4336.67,4321.3,4321.32,1424286
2022/07/14-14:00,4321.06,4324.65,4315.39,4324.57,1286644
2022/07/14-14:15,4324.12,4324.12,4314.45,4321.53,1100212
2022/07/14-14:30,4321.48,4322.01,4311.39,4311.61,1281476
2022/07/14-14:45,4311.94,4320.72,4307.38,4320.57,1582205
2022/07/14-15:00,4320.38,4323.19,4320.03,4322.07,1887963
2022/07/15-09:45,4299.47,4316.49,4296.92,4310.07,5982333
2022/07/15-10:00,4309.69,4331.18,4309.12,4329.95,3050863
2022/07/15-10:15,4329.32,4338.55,4324.86,4326.88,2572408
2022/07/15-10:30,4327.14,4344.86,4327.14,4339.28,1922142
2022/07/15-10:45,4339.24,4343.8,4332.13,4343.31,1795495
2022/07/15-11:00,4343.36,4343.36,4332.24,4338.98,1362434
2022/07/15-11:15,4339.11,4339.11,4324.28,4324.75,1137413
2022/07/15-11:30,4324.87,4325.75,4310.18,4320.11,1309474
2022/07/15-13:15,4321.04,4321.11,4304.33,4304.33,1488428
2022/07/15-13:30,4304.42,4306.9,4296.81,4299.11,1318217
2022/07/15-13:45,4299.09,4299.09,4282.7,4282.7,1461982
2022/07/15-14:00,4282.71,4296.26,4281.76,4289.78,1217732
2022/07/15-14:15,4290.08,4290.08,4275.32,4285.29,1338503
2022/07/15-14:30,4285.18,4288.51,4276.96,4278.29,1165878
2022/07/15-14:45,4278.53,4285.57,4261.46,4261.46,1886775
2022/07/15-15:00,4260.82,4261.87,4248.53,4248.53,2669235
2022/07/18-09:45,4262.15,4270.61,4217.51,4229.66,5357296
2022/07/18-10:00,4229.44,4254.78,4225.14,4245.67,2804140
2022/07/18-10:15,4245.71,4246.47,4230.18,4230.78,2558744
2022/07/18-10:30,4231.19,4248.13,4231.19,4240.59,1855424
2022/07/18-10:45,4240.47,4269.27,4240.12,4267.81,1622734
2022/07/18-11:00,4267.92,4277.05,4267.0,4271.38,1360550
2022/07/18-11:15,4271.78,4285.66,4270.67,4282.93,1259240
2022/07/18-11:30,4283.04,4299.05,4281.91,4297.55,1371174
2022/07/18-13:15,4298.67,4300.78,4286.96,4287.68,1461149
2022/07/18-13:30,4287.98,4294.86,4286.3,4290.47,1173107
2022/07/18-13:45,4290.77,4290.81,4280.75,4286.4,1094033
2022/07/18-14:00,4286.34,4293.88,4285.92,4290.77,1034657
2022/07/18-14:15,4290.46,4290.92,4281.85,4282.14,1030718
2022/07/18-14:30,4282.5,4285.89,4281.15,4285.07,1064796
2022/07/18-14:45,4285.19,4287.73,4279.86,4287.7,1267865
2022/07/18-15:00,4287.71,4292.59,4287.5,4292.59,1789878
2022/07/19-09:45,4288.44,4288.44,4268.2,4279.19,3592685
2022/07/19-10:00,4279.18,4282.38,4267.11,4267.8,2265772
2022/07/19-10:15,4267.59,4284.93,4262.81,4284.11,1916553
2022/07/19-10:30,4283.91,4283.91,4267.8,4270.61,1530464
2022/07/19-10:45,4270.69,4272.01,4263.02,4266.31,1286402
2022/07/19-11:00,4266.17,4266.41,4258.55,4262.63,1229650
2022/07/19-11:15,4262.85,4268.56,4259.26,4262.51,895930
2022/07/19-11:30,4262.22,4263.53,4253.19,4254.16,952976
2022/07/19-13:15,4254.47,4254.47,4239.2,4246.68,1476347
2022/07/19-13:30,4246.6,4246.78,4238.82,4240.12,1051108
2022/07/19-13:45,4240.32,4254.16,4238.97,4252.46,989704
2022/07/19-14:00,4252.1,4262.42,4249.39,4258.22,919965
2022/07/19-14:15,4258.24,4269.15,4255.31,4268.04,1063407
2022/07/19-14:30,4268.08,4277.75,4268.03,4274.97,1161854
2022/07/19-14:45,4275.07,4276.41,4263.87,4270.25,1275925
