time,open,high,low,close,volume
2022/09/13-09:55,4101.21,4104.07,4097.57,4104.07,722671
2022/09/13-10:00,4104.36,4105.47,4101.68,4102.86,798959
2022/09/13-10:05,4103.33,4107.92,4102.7,4104.38,797377
2022/09/13-10:10,4104.41,4104.41,4097.32,4100.7,642129
2022/09/13-10:15,4100.72,4104.74,4099.38,4104.14,511907
2022/09/13-10:20,4104.45,4118.05,4104.31,4118.05,606465
2022/09/13-10:25,4118.0,4118.1,4113.43,4113.71,552918
2022/09/13-10:30,4113.29,4114.01,4109.0,4110.18,372025
2022/09/13-10:35,4110.2,4113.39,4109.67,4112.49,374809
2022/09/13-10:40,4112.52,4114.91,4110.79,4113.95,416329
2022/09/13-10:45,4114.16,4120.56,4114.03,4119.52,435151
2022/09/13-10:50,4119.34,4120.18,4116.46,4120.18,356518
2022/09/13-10:55,4120.53,4120.65,4118.53,4118.53,342577
2022/09/13-11:00,4118.86,4122.77,4118.86,4120.13,459845
2022/09/13-11:05,4119.82,4120.97,4116.21,4118.67,394569
2022/09/13-11:10,4119.07,4124.98,4119.05,4124.46,311143
2022/09/13-11:15,4125.21,4128.11,4123.63,4124.23,371778
2022/09/13-11:20,4124.09,4124.09,4122.07,4122.3,278564
2022/09/13-11:25,4122.5,4123.93,4121.54,4123.84,252707
2022/09/13-11:30,4123.89,4124.47,4121.98,4122.55,263376
2022/09/13-13:05,4122.07,4125.12,4119.79,4120.37,445676
2022/09/13-13:10,4120.07,4120.21,4116.49,4118.79,319316
2022/09/13-13:15,4118.79,4120.16,4117.87,4119.15,295628
2022/09/13-13:20,4119.22,4121.97,4118.46,4121.97,295592
2022/09/13-13:25,4121.8,4121.92,4119.48,4120.95,290481
2022/09/13-13:30,4120.44,4121.64,4117.86,4120.71,309066
2022/09/13-13:35,4120.9,4122.7,4119.91,4121.24,305624
2022/09/13-13:40,4121.04,4121.09,4116.8,4117.55,327719
2022/09/13-13:45,4117.31,4117.94,4113.18,4114.76,301507
2022/09/13-13:50,4114.67,4115.26,4113.65,4114.9,264902
2022/09/13-13:55,4114.81,4115.17,4112.03,4112.21,283389
2022/09/13-14:00,4112.31,4114.51,4111.48,4113.89,285160
2022/09/13-14:05,4113.8,4117.78,4112.52,4115.21,320134
2022/09/13-14:10,4114.93,4115.2,4112.38,4112.84,243755
2022/09/13-14:15,4112.98,4115.02,4112.44,4115.0,258540
2022/09/13-14:20,4115.05,4115.05,4112.67,4113.08,245769
2022/09/13-14:25,4113.16,4113.89,4112.82,4113.43,244588
2022/09/13-14:30,4113.4,4113.69,4111.43,4111.72,292981
2022/09/13-14:35,4111.57,4112.88,4110.07,4110.74,356396
2022/09/13-14:40,4110.74,4111.27,4109.19,4111.27,312693
2022/09/13-14:45,4111.27,4112.61,4110.43,4110.43,347096
2022/09/13-14:50,4110.57,4111.57,4110.3,4110.83,384255
2022/09/13-14:55,4110.65,4110.65,4108.46,4109.18,476050
2022/09/13-15:00,4109.26,4111.11,4108.99,4111.11,444508
2022/09/14-09:35,4058.04,4076.78,4055.13,4073.94,2206633
2022/09/14-09:40,4074.03,4079.15,4069.18,4078.18,1099927
2022/09/14-09:45,4078.25,4079.59,4070.47,4070.8,748020
2022/09/14-09:50,4070.43,4074.95,4066.75,4071.92,682304
2022/09/14-09:55,4072.48,4079.16,4072.24,4075.57,549414
2022/09/14-10:00,4075.65,4077.7,4073.05,4077.52,522685
2022/09/14-10:05,4077.24,4079.91,4074.51,4078.98,484922
2022/09/14-10:10,4078.83,4081.37,4076.54,4077.84,398076
2022/09/14-10:15,4077.8,4079.81,4076.71,4079.75,377177
2022/09/14-10:20,4080.05,4085.72,4080.05,4085.2,377354
2022/09/14-10:25,4085.29,4089.06,4083.8,4084.34,392238
2022/09/14-10:30,4084.32,4084.32,4079.36,4079.36,386829
2022/09/14-10:35,4079.31,4080.2,4075.94,4076.05,412501
2022/09/14-10:40,4075.81,4078.7,4074.2,4074.2,341129
2022/09/14-10:45,4073.93,4076.5,4073.02,4076.3,358545
2022/09/14-10:50,4076.08,4076.76,4073.87,4075.26,319949
2022/09/14-10:55,4075.14,4075.4,4070.94,4073.36,322314
2022/09/14-11:00,4073.08,4073.27,4068.97,4068.97,283790
2022/09/14-11:05,4068.81,4072.33,4068.81,4069.11,263380
2022/09/14-11:10,4069.09,4071.63,4069.02,4070.8,232458
2022/09/14-11:15,4070.57,4073.03,4070.32,4072.37,228250
2022/09/14-11:20,4072.54,4072.54,4065.57,4066.63,302099
2022/09/14-11:25,4066.52,4068.99,4063.93,4063.93,249380
2022/09/14-11:30,4063.84,4064.5,4059.66,4059.99,251849
2022/09/14-13:05,4059.46,4059.46,4055.99,4057.84,357835
2022/09/14-13:10,4058.02,4059.23,4055.81,4055.92,254330
2022/09/14-13:15,4055.99,4056.54,4054.73,4054.97,236485
2022/09/14-13:20,4054.69,4056.4,4053.81,4053.97,259280
2022/09/14-13:25,4053.94,4054.26,4048.27,4048.29,337422
2022/09/14-13:30,4048.41,4055.33,4047.92,4055.01,329501
2022/09/14-13:35,4054.95,4057.57,4051.97,4056.62,294040
2022/09/14-13:40,4056.17,4056.81,4054.38,4054.64,216343
2022/09/14-13:45,4054.59,4055.64,4052.53,4055.64,229669
2022/09/14-13:50,4055.72,4058.48,4055.67,4058.48,213004
2022/09/14-13:55,4058.72,4063.67,4058.72,4063.67,242937
2022/09/14-14:00,4063.72,4064.15,4060.34,4060.34,225980
2022/09/14-14:05,4060.54,4062.07,4059.41,4060.14,227951
2022/09/14-14:10,4060.28,4066.34,4060.07,4065.81,243357
2022/09/14-14:15,4065.79,4066.32,4065.24,4065.56,217803
2022/09/14-14:20,4065.58,4068.66,4065.47,4066.99,249241
2022/09/14-14:25,4067.07,4067.07,4064.56,4064.76,231988
2022/09/14-14:30,4064.73,4068.22,4064.27,4067.99,277517
2022/09/14-14:35,4067.73,4067.89,4063.91,4063.91,290092
2022/09/14-14:40,4063.86,4065.76,4063.17,4064.99,271019
2022/09/14-14:45,4064.83,4066.48,4064.61,4066.15,294188
2022/09/14-14:50,4066.23,4068.51,4066.22,4067.64,365965
2022/09/14-14:55,4067.66,4067.66,4065.43,4065.44,455353
2022/09/14-15:00,4065.6,4066.55,4065.36,4065.36,435953
2022/09/15-09:35,4078.65,4086.69,4078.6,4083.38,1605384
2022/09/15-09:40,4084.06,4088.12,4082.81,4084.17,1137218
2022/09/15-09:45,4084.46,4088.81,4077.31,4078.54,1113533
2022/09/15-09:50,4078.29,4081.62,4076.05,4080.13,937551
2022/09/15-09:55,4080.49,4084.94,4069.79,4069.79,862630
2022/09/15-10:00,4069.51,4081.04,4069.51,4081.04,800002
2022/09/15-10:05,4080.99,4083.47,4076.59,4076.59,712399
2022/09/15-10:10,4076.55,4076.55,4070.83,4073.08,713068
2022/09/15-10:15,4072.95,4075.27,4068.45,4068.84,720911
2022/09/15-10:20,4068.66,4069.36,4060.66,4060.66,639790
2022/09/15-10:25,4060.41,4062.11,4057.59,4057.59,638897
2022/09/15-10:30,4057.61,4057.61,4048.31,4056.72,711357
2022/09/15-10:35,4056.64,4060.74,4054.18,4057.15,517955
2022/09/15-10:40,4057.14,4057.14,4046.97,4047.59,523481
2022/09/15-10:45,4047.04,4052.86,4046.56,4052.07,465479
2022/09/15-10:50,4051.78,4051.8,4043.57,4049.25,410473
2022/09/15-10:55,4049.46,4050.66,4044.46,4044.69,371156
2022/09/15-11:00,4044.03,4049.03,4043.79,4049.03,366055
2022/09/15-11:05,4049.0,4049.39,4041.16,4041.16,378062
2022/09/15-11:10,4040.95,4048.52,4040.51,4048.52,370779
2022/09/15-11:15,4048.49,4051.67,4048.49,4049.87,325962
2022/09/15-11:20,4049.54,4049.8,4044.13,4044.36,280498
2022/09/15-11:25,4044.48,4044.48,4038.08,4038.77,332430
2022/09/15-11:30,4038.37,4038.37,4035.61,4036.34,310335
2022/09/15-13:05,4035.66,4035.66,4031.74,4033.46,482421
2022/09/15-13:10,4033.64,4034.27,4029.67,4029.8,343319
2022/09/15-13:15,4029.82,4037.65,4029.64,4037.14,352269
2022/09/15-13:20,4037.07,4039.35,4034.97,4039.35,304875
2022/09/15-13:25,4039.42,4040.04,4035.75,4035.75,309845
2022/09/15-13:30,4035.6,4035.75,4028.46,4028.46,330285
2022/09/15-13:35,4028.26,4029.74,4025.53,4025.53,374861
2022/09/15-13:40,4025.85,4025.86,4017.01,4017.01,467823
2022/09/15-13:45,4016.95,4017.18,4010.28,4013.67,511794
2022/09/15-13:50,4013.69,4017.91,4011.65,4011.83,388835
2022/09/15-13:55,4012.19,4015.38,4011.84,4011.84,393674
2022/09/15-14:00,4011.77,4011.77,4007.47,4008.97,461290
2022/09/15-14:05,4009.36,4010.55,4002.58,4002.6,482020
2022/09/15-14:10,4002.57,4005.04,3998.86,4004.99,553559
2022/09/15-14:15,4004.93,4015.14,4004.93,4014.98,440286
2022/09/15-14:20,4015.04,4025.29,4015.04,4022.75,440621
2022/09/15-14:25,4022.6,4023.87,4019.73,4019.84,323493
2022/09/15-14:30,4019.89,4021.11,4012.5,4021.11,395093
2022/09/15-14:35,4021.32,4022.91,4014.69,4014.92,435971
2022/09/15-14:40,4015.05,4020.76,4014.93,4020.19,402338
2022/09/15-14:45,4020.56,4025.86,4020.36,4025.75,446947
2022/09/15-14:50,4026.02,4029.99,4026.0,4027.76,522610
2022/09/15-14:55,4027.73,4027.73,4025.24,4025.58,514635
2022/09/15-15:00,4025.67,4027.12,4025.23,4027.12,512457
2022/09/16-09:35,4013.58,4019.41,4006.38,4006.47,1506709
2022/09/16-09:40,4006.49,4008.41,3995.33,3998.82,1283268
2022/09/16-09:45,3998.26,3999.4,3984.84,3988.19,1090953
2022/09/16-09:50,3988.71,3996.86,3987.87,3996.86,886850
2022/09/16-09:55,3997.34,3997.34,3986.32,3990.02,924517
2022/09/16-10:00,3989.99,3989.99,3982.96,3983.35,740801
2022/09/16-10:05,3983.33,3996.71,3982.93,3994.51,765920
2022/09/16-10:10,3994.6,3995.38,3989.65,3989.66,604883
2022/09/16-10:15,3989.33,3989.33,3985.16,3985.47,551073
2022/09/16-10:20,3985.47,3988.36,3984.72,3986.99,579381
2022/09/16-10:25,3986.72,3990.75,3981.12,3981.12,520522
2022/09/16-10:30,3981.02,3981.94,3977.54,3978.94,479997
2022/09/16-10:35,3978.62,3981.4,3976.83,3979.06,454646
2022/09/16-10:40,3979.27,3979.83,3971.37,3972.14,457324
2022/09/16-10:45,3972.08,3972.42,3965.85,3966.04,450401
2022/09/16-10:50,3965.91,3973.23,3963.2,3973.03,450085
2022/09/16-10:55,3973.31,3974.49,3970.7,3972.72,360597
2022/09/16-11:00,3972.3,3973.1,3968.8,3972.39,294851
2022/09/16-11:05,3972.3,3977.57,3972.29,3976.99,290005
2022/09/16-11:10,3977.22,3983.51,3973.58,3982.52,308871
2022/09/16-11:15,3982.44,3982.72,3979.37,3980.33,243044
2022/09/16-11:20,3980.64,3980.68,3977.24,3979.4,234149
2022/09/16-11:25,3979.3,3985.71,3979.14,3982.06,255839
2022/09/16-11:30,3981.56,3981.76,3979.14,3979.18,200377
2022/09/16-13:05,3979.03,3979.82,3975.0,3975.0,385907
2022/09/16-13:10,3974.88,3976.16,3972.46,3974.39,302903
2022/09/16-13:15,3975.22,3977.49,3973.73,3973.73,295713
2022/09/16-13:20,3974.07,3975.53,3967.54,3967.84,302913
2022/09/16-13:25,3967.52,3967.87,3963.19,3963.63,345196
2022/09/16-13:30,3963.38,3963.5,3960.35,3963.32,363513
2022/09/16-13:35,3963.48,3965.16,3962.25,3962.55,290410
2022/09/16-13:40,3962.4,3966.54,3959.39,3966.54,334647
2022/09/16-13:45,3966.63,3966.63,3963.21,3963.21,256218
2022/09/16-13:50,3963.05,3966.19,3962.17,3966.19,253272
2022/09/16-13:55,3966.34,3966.34,3963.01,3963.07,247251
2022/09/16-14:00,3963.11,3963.11,3960.15,3960.17,309840
2022/09/16-14:05,3960.21,3960.21,3953.12,3953.21,444372
2022/09/16-14:10,3952.82,3956.99,3952.19,3956.47,398731
2022/09/16-14:15,3956.53,3956.53,3945.35,3945.35,519146
2022/09/16-14:20,3945.35,3945.35,3941.86,3944.12,477431
2022/09/16-14:25,3943.89,3954.08,3943.19,3954.08,386975
2022/09/16-14:30,3954.27,3954.27,3946.42,3946.42,354304
2022/09/16-14:35,3946.26,3953.19,3944.22,3949.02,433940
2022/09/16-14:40,3949.03,3949.03,3941.81,3941.81,415838
2022/09/16-14:45,3942.0,3942.13,3935.54,3935.63,577700
2022/09/16-14:50,3935.41,3939.67,3935.31,3939.22,581212
2022/09/16-14:55,3939.29,3941.85,3939.07,3939.07,629966
2022/09/16-15:00,3939.21,3939.21,3932.68,3932.68,1282701
2022/09/19-09:35,3928.42,3939.45,3915.62,3915.76,1574627
2022/09/19-09:40,3916.46,3927.83,3914.02,3927.02,1000310
2022/09/19-09:45,3926.9,3942.98,3926.64,3941.12,866964
2022/09/19-09:50,3940.9,3950.81,3940.82,3949.07,777844
2022/09/19-09:55,3949.29,3950.43,3946.86,3947.76,676179
2022/09/19-10:00,3947.43,3947.77,3939.46,3943.37,576509
2022/09/19-10:05,3943.4,3944.86,3934.53,3934.53,527758
2022/09/19-10:10,3934.35,3936.77,3930.64,3935.06,484647
2022/09/19-10:15,3935.09,3936.86,3931.69,3931.69,419080
2022/09/19-10:20,3931.12,3935.29,3928.36,3929.69,434405
2022/09/19-10:25,3929.34,3933.38,3926.5,3926.51,375878
2022/09/19-10:30,3926.39,3926.65,3919.25,3920.58,452040
2022/09/19-10:35,3920.77,3930.42,3920.33,3930.38,421797
2022/09/19-10:40,3930.68,3938.34,3930.68,3932.29,360025
2022/09/19-10:45,3932.29,3937.33,3931.69,3935.63,286563
2022/09/19-10:50,3935.32,3940.11,3935.23,3940.11,296104
2022/09/19-10:55,3940.66,3953.31,3940.66,3951.77,498670
2022/09/19-11:00,3951.87,3953.65,3949.21,3951.63,390525
2022/09/19-11:05,3951.79,3953.53,3947.66,3948.11,328123
2022/09/19-11:10,3948.35,3948.61,3943.13,3943.13,236538
2022/09/19-11:15,3943.56,3945.49,3941.67,3941.69,215555
2022/09/19-11:20,3942.11,3942.44,3939.72,3941.48,198242
2022/09/19-11:25,3941.13,3941.48,3935.91,3936.02,194728
2022/09/19-11:30,3936.09,3940.19,3936.0,3938.16,197233
2022/09/19-13:05,3938.02,3940.71,3935.45,3935.69,305797
2022/09/19-13:10,3935.87,3940.25,3934.11,3934.13,230045
2022/09/19-13:15,3934.04,3934.11,3928.7,3928.74,251271
2022/09/19-13:20,3928.53,3933.36,3928.53,3931.02,229895
2022/09/19-13:25,3931.05,3932.76,3928.27,3928.75,215831
2022/09/19-13:30,3928.73,3930.83,3924.8,3925.37,231011
2022/09/19-13:35,3925.3,3925.71,3920.54,3920.95,256889
2022/09/19-13:40,3920.71,3926.49,3920.22,3926.0,233870
2022/09/19-13:45,3925.66,3926.81,3922.46,3922.98,207297
2022/09/19-13:50,3923.0,3923.83,3920.08,3920.08,213556
2022/09/19-13:55,3919.97,3921.71,3913.74,3913.84,312728
2022/09/19-14:00,3913.94,3916.56,3913.55,3914.93,274932
2022/09/19-14:05,3915.16,3922.66,3912.33,3919.6,372575
2022/09/19-14:10,3918.85,3918.95,3914.07,3914.56,222293
2022/09/19-14:15,3914.5,3917.08,3910.31,3916.87,291308
2022/09/19-14:20,3916.67,3920.38,3916.38,3920.38,240434
2022/09/19-14:25,3920.52,3929.18,3920.43,3928.83,307776
2022/09/19-14:30,3928.85,3932.15,3928.7,3929.23,270090
2022/09/19-14:35,3929.42,3929.47,3925.76,3925.77,260597
2022/09/19-14:40,3925.35,3927.52,3924.48,3924.6,258734
2022/09/19-14:45,3924.5,3925.24,3922.94,3923.87,288964
2022/09/19-14:50,3923.51,3925.27,3923.5,3924.37,333919
2022/09/19-14:55,3924.62,3925.46,3923.77,3925.22,371664
2022/09/19-15:00,3925.54,3928.0,3925.27,3928.0,385599
2022/09/20-09:35,3945.65,3950.33,3942.69,3948.86,1342852
2022/09/20-09:40,3948.83,3948.83,3933.23,3933.23,928048
2022/09/20-09:45,3933.12,3937.05,3930.6,3930.91,777126
2022/09/20-09:50,3930.72,3942.36,3930.33,3940.11,778021
2022/09/20-09:55,3940.19,3940.48,3936.78,3940.34,723031
2022/09/20-10:00,3940.4,3942.6,3937.24,3941.14,685812
2022/09/20-10:05,3941.36,3941.36,3934.52,3937.53,732721
2022/09/20-10:10,3937.55,3937.65,3929.26,3930.52,522531
2022/09/20-10:15,3931.05,3941.18,3929.14,3941.0,465693
2022/09/20-10:20,3941.33,3945.91,3940.2,3944.24,482718
2022/09/20-10:25,3943.91,3944.5,3942.54,3943.94,413553
2022/09/20-10:30,3943.88,3951.6,3941.69,3951.6,466311
2022/09/20-10:35,3951.45,3951.72,3945.36,3946.0,417593
2022/09/20-10:40,3946.09,3952.99,3945.82,3950.52,401643
2022/09/20-10:45,3950.39,3950.39,3946.75,3946.75,322202
2022/09/20-10:50,3946.94,3948.2,3945.87,3947.85,301651
2022/09/20-10:55,3947.9,3954.18,3947.82,3953.68,300802
2022/09/20-11:00,3953.69,3957.55,3952.45,3952.61,313741
2022/09/20-11:05,3952.57,3953.12,3949.65,3950.79,302883
2022/09/20-11:10,3950.15,3950.28,3944.29,3945.03,249574
2022/09/20-11:15,3944.99,3945.73,3941.96,3943.12,241866
2022/09/20-11:20,3943.43,3944.91,3940.57,3940.89,209542
2022/09/20-11:25,3940.72,3943.06,3940.48,3942.15,169803
2022/09/20-11:30,3942.3,3942.64,3939.91,3941.0,168338
2022/09/20-13:05,3941.27,3941.63,3938.66,3939.07,325402
2022/09/20-13:10,3939.29,3939.76,3936.67,3939.72,235390
2022/09/20-13:15,3939.96,3940.33,3935.81,3936.25,230214
2022/09/20-13:20,3935.99,3936.79,3932.9,3933.2,252261
2022/09/20-13:25,3933.37,3935.4,3932.85,3935.33,215489
2022/09/20-13:30,3935.52,3935.52,3933.09,3933.09,215843
2022/09/20-13:35,3933.13,3934.26,3927.47,3927.47,262866
2022/09/20-13:40,3927.45,3931.95,3926.8,3931.95,245763
2022/09/20-13:45,3931.72,3934.11,3930.84,3933.66,198152
2022/09/20-13:50,3933.71,3933.96,3932.1,3933.96,187590
2022/09/20-13:55,3933.84,3935.67,3933.54,3935.67,191085
2022/09/20-14:00,3935.71,3937.4,3934.73,3935.04,209576
2022/09/20-14:05,3934.85,3935.02,3929.12,3929.79,270041
2022/09/20-14:10,3929.56,3930.65,3926.65,3926.65,216488
2022/09/20-14:15,3926.91,3927.1,3925.32,3926.24,249796
2022/09/20-14:20,3926.01,3926.3,3921.69,3923.9,290816
2022/09/20-14:25,3924.17,3929.71,3923.92,3929.55,236657
2022/09/20-14:30,3929.59,3929.59,3926.54,3927.21,231267
2022/09/20-14:35,3927.15,3929.47,3925.26,3929.1,268280
2022/09/20-14:40,3929.1,3930.89,3927.5,3930.82,253010
2022/09/20-14:45,3930.72,3930.75,3929.44,3929.68,268535
2022/09/20-14:50,3929.54,3932.11,3929.54,3931.57,351987
2022/09/20-14:55,3931.43,3932.61,3931.27,3932.61,394424
2022/09/20-15:00,3932.45,3933.91,3932.3,3932.84,405804
2022/09/21-09:35,3921.32,3922.14,3903.39,3904.55,1263703
2022/09/21-09:40,3904.75,3905.31,3893.21,3893.21,918315
2022/09/21-09:45,3892.96,3901.39,3892.29,3901.31,812930
2022/09/21-09:50,3901.24,3906.6,3898.64,3906.6,616057
2022/09/21-09:55,3906.42,3906.42,3895.68,3895.68,583840
2022/09/21-10:00,3895.15,3895.15,3884.23,3891.53,623634
2022/09/21-10:05,3890.87,3902.02,3889.66,3895.55,468354
2022/09/21-10:10,3895.2,3905.99,3895.2,3903.53,439414
2022/09/21-10:15,3903.41,3904.01,3898.23,3904.01,396365
2022/09/21-10:20,3903.77,3904.11,3900.56,3901.56,358297
2022/09/21-10:25,3901.69,3905.75,3895.81,3896.91,356301
2022/09/21-10:30,3896.94,3901.72,3895.2,3901.42,295392
2022/09/21-10:35,3901.13,3901.13,3892.37,3892.9,325176
2022/09/21-10:40,3893.03,3897.24,3893.03,3897.0,280242
2022/09/21-10:45,3897.03,3902.17,3895.48,3896.92,260935
2022/09/21-10:50,3896.87,3906.27,3895.95,3906.27,292905
2022/09/21-10:55,3906.17,3913.59,3906.17,3913.59,280810
2022/09/21-11:00,3913.57,3913.84,3907.86,3909.61,216410
2022/09/21-11:05,3909.66,3910.04,3904.73,3904.82,207151
2022/09/21-11:10,3904.81,3905.46,3901.44,3901.44,210466
2022/09/21-11:15,3901.38,3902.7,3899.37,3899.66,202322
2022/09/21-11:20,3899.52,3899.58,3895.71,3895.71,188826
2022/09/21-11:25,3895.72,3897.95,3895.03,3895.52,188403
2022/09/21-11:30,3895.67,3895.67,3893.73,3894.15,172730
2022/09/21-13:05,3894.63,3897.13,3891.06,3897.13,316618
2022/09/21-13:10,3897.42,3903.99,3897.24,3903.51,246598
2022/09/21-13:15,3903.51,3903.56,3900.2,3902.42,205683
2022/09/21-13:20,3902.48,3903.18,3899.64,3899.74,188171
2022/09/21-13:25,3900.05,3908.56,3899.77,3908.56,227286
2022/09/21-13:30,3908.35,3918.2,3908.35,3917.1,342047
2022/09/21-13:35,3917.16,3917.16,3912.44,3912.88,277711
2022/09/21-13:40,3912.7,3913.01,3907.56,3907.98,251613
2022/09/21-13:45,3907.85,3910.59,3907.5,3908.31,211861
2022/09/21-13:50,3908.36,3915.87,3907.77,3915.87,230459
2022/09/21-13:55,3915.9,3923.89,3915.32,3923.65,273120
2022/09/21-14:00,3923.81,3924.39,3917.79,3917.79,266747
2022/09/21-14:05,3918.17,3918.78,3914.87,3916.59,292737
2022/09/21-14:10,3916.62,3920.98,3915.88,3920.03,252734
2022/09/21-14:15,3920.09,3920.09,3917.36,3919.58,221365
2022/09/21-14:20,3919.56,3921.81,3919.37,3920.76,242401
2022/09/21-14:25,3920.63,3923.44,3920.63,3922.77,255082
2022/09/21-14:30,3923.03,3923.11,3918.64,3918.96,270771
2022/09/21-14:35,3918.95,3919.18,3911.33,3911.81,371708
2022/09/21-14:40,3911.83,3914.66,3911.83,3913.88,261506
2022/09/21-14:45,3913.97,3914.29,3908.82,3908.82,332887
2022/09/21-14:50,3908.96,3909.45,3902.72,3904.2,479700
2022/09/21-14:55,3904.49,3904.89,3903.08,3903.72,467805
2022/09/21-15:00,3903.2,3904.1,3902.64,3903.73,448296
2022/09/22-09:35,3875.18,3883.03,3865.83,3865.83,1322785
2022/09/22-09:40,3865.93,3869.46,3862.37,3866.46,885423
2022/09/22-09:45,3866.26,3877.8,3860.23,3876.6,711604
2022/09/22-09:50,3876.41,3884.27,3875.48,3884.05,613977
2022/09/22-09:55,3883.53,3883.53,3874.91,3879.54,653944
2022/09/22-10:00,3879.45,3890.07,3876.48,3890.07,515617
2022/09/22-10:05,3890.34,3900.27,3889.69,3894.6,580301
2022/09/22-10:10,3894.71,3894.79,3888.22,3888.22,459747
2022/09/22-10:15,3888.62,3891.06,3882.31,3882.95,407614
2022/09/22-10:20,3883.14,3883.68,3880.69,3880.69,297856
2022/09/22-10:25,3880.85,3882.66,3878.23,3882.37,297171
2022/09/22-10:30,3882.3,3882.3,3875.06,3875.91,304503
2022/09/22-10:35,3875.95,3881.98,3875.86,3878.94,288259
2022/09/22-10:40,3878.67,3884.61,3876.25,3884.18,253857
2022/09/22-10:45,3883.03,3883.78,3880.06,3880.2,210458
2022/09/22-10:50,3879.92,3880.84,3878.02,3880.77,196771
2022/09/22-10:55,3880.7,3885.74,3880.61,3881.58,207818
2022/09/22-11:00,3881.51,3883.45,3880.96,3882.03,181413
2022/09/22-11:05,3882.06,3882.38,3876.7,3876.94,233568
2022/09/22-11:10,3876.89,3878.26,3874.57,3874.9,206236
2022/09/22-11:15,3874.9,3877.65,3873.49,3877.65,217369
2022/09/22-11:20,3877.64,3879.02,3869.06,3869.06,231874
2022/09/22-11:25,3869.0,3872.95,3869.0,3871.23,189877
2022/09/22-11:30,3871.26,3871.34,3868.74,3870.43,202424
2022/09/22-13:05,3870.39,3874.33,3869.08,3873.29,316631
2022/09/22-13:10,3873.34,3875.31,3870.06,3874.84,229856
2022/09/22-13:15,3874.76,3874.76,3865.72,3865.72,212952
2022/09/22-13:20,3865.67,3866.97,3865.12,3866.59,253546
2022/09/22-13:25,3866.59,3866.6,3864.56,3864.62,253842
2022/09/22-13:30,3864.42,3867.86,3863.1,3863.1,266987
2022/09/22-13:35,3863.69,3870.44,3862.82,3869.56,261237
2022/09/22-13:40,3869.35,3874.15,3868.9,3872.84,241300
2022/09/22-13:45,3872.54,3875.53,3871.49,3875.44,290522
2022/09/22-13:50,3875.35,3875.72,3868.13,3868.13,251998
2022/09/22-13:55,3868.18,3868.96,3865.77,3865.97,225694
2022/09/22-14:00,3866.18,3866.35,3864.05,3864.31,246670
2022/09/22-14:05,3864.17,3869.33,3863.87,3869.05,238068
2022/09/22-14:10,3868.83,3873.23,3868.64,3871.3,223092
2022/09/22-14:15,3871.42,3871.42,3867.89,3870.63,196992
2022/09/22-14:20,3870.59,3876.24,3870.59,3876.18,245934
2022/09/22-14:25,3876.14,3876.7,3872.88,3872.88,230356
2022/09/22-14:30,3873.01,3873.12,3869.62,3869.93,231090
2022/09/22-14:35,3869.87,3872.26,3868.09,3871.25,285646
2022/09/22-14:40,3871.52,3872.33,3870.81,3871.23,273347
2022/09/22-14:45,3871.09,3871.5,3868.77,3869.23,305127
2022/09/22-14:50,3869.08,3869.71,3868.26,3868.44,365229
2022/09/22-14:55,3868.36,3870.28,3868.25,3868.83,421698
2022/09/22-15:00,3868.92,3869.46,3868.55,3869.34,375107
2022/09/23-09:35,3865.11,3883.97,3865.11,3882.36,1109542
2022/09/23-09:40,3882.98,3886.28,3873.08,3873.08,808963
2022/09/23-09:45,3873.53,3882.29,3872.78,3882.15,794294
2022/09/23-09:50,3881.98,3888.4,3881.35,3883.01,617442
2022/09/23-09:55,3882.95,3884.7,3876.74,3876.74,537829
2022/09/23-10:00,3876.64,3882.65,3876.25,3880.9,477854
2022/09/23-10:05,3880.55,3881.06,3869.57,3872.41,449143
2022/09/23-10:10,3872.93,3877.12,3871.9,3875.77,388258
2022/09/23-10:15,3875.54,3877.77,3870.65,3870.65,384974
2022/09/23-10:20,3870.7,3872.91,3866.81,3866.81,490089
2022/09/23-10:25,3866.73,3866.95,3856.55,3857.97,507068
2022/09/23-10:30,3857.99,3865.02,3850.74,3855.84,465359
2022/09/23-10:35,3855.38,3857.15,3847.61,3852.56,418998
2022/09/23-10:40,3852.34,3859.12,3851.08,3853.42,305833
2022/09/23-10:45,3853.39,3853.47,3847.85,3850.98,289667
2022/09/23-10:50,3850.89,3855.34,3849.83,3849.92,258436
2022/09/23-10:55,3849.83,3849.83,3842.17,3842.32,311830
2022/09/23-11:00,3841.95,3843.7,3839.01,3839.43,291175
2022/09/23-11:05,3839.28,3842.11,3836.22,3840.39,315898
2022/09/23-11:10,3840.37,3845.49,3838.99,3841.66,250126
2022/09/23-11:15,3841.55,3846.0,3841.1,3841.12,181169
2022/09/23-11:20,3841.0,3842.98,3836.68,3836.76,213148
2022/09/23-11:25,3836.67,3836.67,3829.69,3831.7,324402
2022/09/23-11:30,3831.72,3834.94,3831.22,3834.11,221888
2022/09/23-13:05,3833.59,3850.27,3832.37,3850.27,397794
2022/09/23-13:10,3850.22,3857.36,3849.64,3853.45,305148
2022/09/23-13:15,3853.37,3869.23,3853.06,3869.23,342611
2022/09/23-13:20,3869.45,3884.61,3869.28,3877.66,627354
2022/09/23-13:25,3877.65,3885.21,3877.26,3878.84,402395
2022/09/23-13:30,3878.79,3885.32,3875.15,3876.27,349121
